ADDR_NUM,ADDR_DIR,ADDR_NAME,TRACT,BLOCK,CIRCUMFERENCE,SPECIES,DIAMETER,GRF,AGE,NOTE,
6311,N,WAYNE,,,78,HON LOCUST,24.8,3,75,
6313,N,WAYNE,,,70,HON LOCUST,22.3,3,67,
6331,N,WAYNE,,,75,AMER SYC,23.9,4,96,
6333,N,WAYNE,,,85,CATALPA,27.1,1.5,41,
6343,N,WAYNE,,,58,NOR MAPLE,18.5,4.5,83,
6202,N,LAKEWOOD,,,70,NO CATALPA,22.3,3.5,78,
6214,N,LAKEWOOD,,,64,SILV MAPLE,20.4,3,61,
6218,N,LAKEWOOD,,,65,NOR MAPLE,20.7,4.5,93,
6222,N,LAKEWOOD,,,67,AMER SYC,21.3,4,85,
6222,N,LAKEWOOD,,,86,AMER SYC,27.4,4,110,
6226,N,LAKEWOOD,,,99,AMER SYC,31.5,4,126,
6240,N,LAKEWOOD,,,69,AMER SYC,22,4,88,
6242,N,LAKEWOOD,,,81,AMER SYC,25.8,4,103,
6248,N,LAKEWOOD,,,86,AMER SYC,27.4,4,110,
6250,N,LAKEWOOD,,,65,NOR MAPLE,20.7,4.5,93,
6252,N,LAKEWOOD,,,79,AMER SYC,25.2,4,101,
6256,N,LAKEWOOD,,,58,NOR MAPLE,18.5,4.5,83,
6306,N,LAKEWOOD,,,55,NOR MAPLE,17.5,4.5,79,
6308,N,LAKEWOOD,,,59,NOR MAPLE,18.8,4.5,85,
6212,N,LAKEWOOD,,,63,NOR MAPLE,20.1,4.5,90,
6314,N,LAKEWOOD,,,62,NOR MAPLE,19.7,4.5,89,
6320,N,LAKEWOOD,,,72,SIB ELM,22.9,2,46,
6322,N,LAKEWOOD,,,57,NOR MAPLE,18.2,4.5,82,
6326,N,LAKEWOOD,,,73,AMER ELM,23.2,4,93,
6330,N,LAKEWOOD,,,63,NOR MAPLE,20.1,4.5,90,
6338,N,LAKEWOOD,,,66,HON LOCUST,21,3,63,
BROKEN! NEEDS FIXING: 0,N,LAKEWOOD,,,66,HON LOCUST,21,3,63,POCKET PARK- ROW
BROKEN! NEEDS FIXING: 0,N,LAKEWOOD,,,89,HON LOCUST,28.3,3,85,POCKET PARK- ROW
6344,N,LAKEWOOD,,,73,SIB ELM,23.2,2,46,
BROKEN! NEEDS FIXING: 0,N,LAKEWOOD,,,68,HON LOCUST,21.7,3,65,6200 NE CORNER SIDE YARD
BROKEN! NEEDS FIXING: 0,N,LAKEWOOD,,,67,SIB ELM,21.3,2,43,6200 NE CORNER SIDE YARD
6217,N,LAKEWOOD,,,81,AMER LIND,25.8,3,77,
6221,N,LAKEWOOD,,,78,HON LOCUST,24.8,3,75,
6223,N,LAKEWOOD,,,70,HON LOCUST,22.3,3,67,
6227,N,LAKEWOOD,,,74,HON LOCUST,23.6,3,71,
6231,N,LAKEWOOD,,,81,HON LOCUST,25.8,3,77,
6237,N,LAKEWOOD,,,90,SILV MAPLE,28.7,3,86,
6241,N,LAKEWOOD,,,64,NOR MAPLE,20.4,4.5,92,
6247,N,LAKEWOOD,,,71,GR ASH,22.6,4,90,
6253,N,LAKEWOOD,,,74,DEAD TREE,23.6,3,71,
6307,N,LAKEWOOD,,,73,SIB ELM,23.2,2,46,
6315,N,LAKEWOOD,,,54,NOR MAPLE,17.2,4.5,77,
6319,N,LAKEWOOD,,,65,AMER SYC,20.7,4,83,
6321,N,LAKEWOOD,,,67,AMER LIND,21.3,3,64,
6325,N,LAKEWOOD,,,55,HON LOCUST,17.5,3,53,
6331,N,LAKEWOOD,,,57,NOR MAPLE,18.2,4.5,82,
6333,N,LAKEWOOD,,,63,AMER SYC,20.1,4,80,
6335,N,LAKEWOOD,,,58,NOR MAPLE,18.5,4.5,83,
6337,N,LAKEWOOD,,,72,HON LOCUST,22.9,3,69,
6343,N,LAKEWOOD,,,51,NOR MAPLE,16.2,4.5,73,
6347,N,LAKEWOOD,,,72,NOR MAPLE,22.9,4.5,103,
6218,N,MAGNOLIA,,,90,SIB ELM,28.7,2,57,
6220,N,MAGNOLIA,,,65,HON LOUCST,20.7,3,62,
6232,N,MAGNOLIA,,,89,WHT ASH,28.3,5,142,
6236,N,MAGNOLIA,,,77,SILV MAPLE,24.5,3,74,
6238,N,MAGNOLIA,,,108,SILV MAPLE,34.4,3,103,
6240,N,MAGNOLIA,,,65,BLK MAPLE,20.7,5,104,
6310,N,MAGNOLIA,,,88,AMER BASS,28,3,84,
6312,N,MAGNOLIA,,,81,AMER BASS,25.8,3,77,
6322,N,MAGNOLIA,,,78,AMER SYC,24.8,4,99,
6324,N,MAGNOLIA,,,65,NOR MAPLE,20.7,4.5,93,
6328,N,MAGNOLIA,,,73,NOR MAPLE,23.2,4.5,105,
6334,N,MAGNOLIA,,,88,AMER SYC,28,4,112,
6336,N,MAGNOLIA,,,64,AMER BASS,20.4,3,61,
6340,N,MAGNOLIA,,,106,AMER SYC,33.8,4,135,
6342,N,MAGNOLIA,,,81,NOR MAPLE,25.8,4.5,116,
6219,N,MAGNOLIA,,,64,NOR MAPLE,20.4,4.5,92,
6221,N,MAGNOLIA,,,68,NOR MAPLE,21.7,4.5,97,
6231,N,MAGNOLIA,,,73,NOR MAPLE,23.2,4.5,105,
6237,N,MAGNOLIA,,,67,NOR MAPLE,21.3,4.5,96,
6243,N,MAGNOLIA,,,69,AMER BASS,22,3,66,
6309,N,MAGNOLIA,,,88,AMER SYC,28,4,112,
6313,N,MAGNOLIA,,,71,NOR MAPLE,22.6,4.5,102,
6315,N,MAGNOLIA,,,71,AMER SYC,22.6,4,90,
6323,N,MAGNOLIA,,,78,SILV MAPLE,24.8,3,75,
6331,N,MAGNOLIA,,,71,AMER SYC,22.6,4,90,
1214,W,GRANVILLE,,,83,NOR MAPLE,26.4,4.5,119,
1218,W,GRANVILLE,,,112,NOR MAPLE,35.7,4.5,161,
BROKEN! NEEDS FIXING: 0,W,GRANVILLE,,,61,AMER SYC,19.4,4,78,N@BARR PARKING
1240,W,GRANVILLE,,,63,NOR MAPLE,20.1,4.5,90,
1248,W,GRANVILLE,,,75,SILV MAPLE,23.9,3,72,
1256,W,GRANVILLE,,,134,SIB ELM,42.7,2,85,
1310,W,GRANVILLE,,,67,NOR MAPLE,21.3,4.5,96,
1310,W,GRANVILLE,,,94,SIB ELAM,29.9,2,60,
1316,W,GRANVILLE,,,72,AMER SYC,22.9,4,92,
BROKEN! NEEDS FIXING: 0,W,GRANVILLE,,,114,SIB ELM,36.3,2,73,NE@WAYNE
1336,W,GRANVILLE,,,80,NO CATALPA,25.5,1.5,38,
1340,W,GRANVILLE,,,86,NOR MAPLE,27.4,4.5,123,
1346,W,GRANVILLE,,,65,HON LOCUST,20.7,3,62,
1350,W,GRANVILLE,,,55,SILV MAPLE,17.5,3,53,
1352,W,GRANVILLE,,,85,LIT LINDEN,27.1,3,81,
1356,W,GRANVILLE,,,67,LIT LINDEN,21.3,3,64,
BROKEN! NEEDS FIXING: 0,W,GRANVILLE,,,72,NOR MAPLE,22.9,4.5,103,NW@GLENWOOD
1404,W,GRANVILLE,,,61,NOR MAPLE,19.4,4.5,87,
1420,W,GRANVILLE,,,53,NOR MAPLE,16.9,4.5,76,
1424,W,GRANVILLE,,,57,AMER SYC,18.2,4,73,
1426,W,GRANVILLE,,,62,AMER SYC,19.7,4,79,
1430,W,GRANVILLE,,,60,GR ASH,19.1,4,76,
1432,W,GRANVILLE,,,59,NOR MAPLE,18.8,4.5,85,
1436,W,GRANVILLE,,,58,NOR MAPLE,18.5,4.5,83,
1444,W,GRANVILLE,,,61,NOR MAPLE,19.4,4.5,87,
1450,W,GRANVILLE,,,61,NOR MAPLE,19.4,4.5,87,
1452,W,GRANVILLE,,,53,NOR MAPLE,16.9,4.5,76,
1456,W,GRANVILLE,,,87,SILV MAPLE,27.7,3,83,
1456,W,GRANVILLE,,,84,SILV MAPLE,26.8,3,80,
1510,W,GRANVILLE,,,67,HON LOCUST,21.3,3,64,
1520,W,GRANVILLE,,,61,HON LOCUST,19.4,3,58,
1524,W,GRANVILLE,,,54,SILV MAPLE,17.2,3,52,
1526,W,GRANVILLE,,,54,HON LOCUST,17.2,3,52,
BROKEN! NEEDS FIXING: 6200,N,BROADWAY,,,,,,,,NO SIZE HERITAGE TREES
BROKEN! NEEDS FIXING: 6300,N,BROADWAY,,,,,,,,NO SIZE HERITAGE TREES
6309,N,CLARK,,,68,AMER ELM,21.7,4,87,
6339,N,CLARK,,,91,AMER ELM,29,4,116,
BROKEN! NEEDS FIXING: 1200,N,DEVON,,,,,,,,NO HERTITAGE SIZE TREES
BROKEN! NEEDS FIXING: 1300,N,DEVON,,,,,,,,NO HERITAGE SIZE TREES
BROKEN! NEEDS FIXING: 1400,N,DEVON,,,,,,,,NO HERITAGE SIZE TREES
BROKEN! NEEDS FIXING: 1500,N,DEVON,,,,,,,,NO HERITAGE SIZE TREES
1244,W,BRYN MAWR,,,72,GREEN ASH,22.9,5,115,
1260,W,BRYN MAWR,,,59,NORWAY MAPLE,18.8,4.5,85,
1300,W,BRYN MAWR,,,143,WHITE MULBERRY,45.5,2.3,105,
BROKEN! NEEDS FIXING: 1302,W,BRYN MAWR,,,77,AMERICAN BASSWEED,24.5,,0,
1304,W,BRYN MAWR,,,68,CATALPA,21.7,2,43,
1310,W,BRYN MAWR,,,114,SIVER MAPLE,36.3,3,109,
1332,W,BRYN MAWR,,,67,SYCAMORE,21.3,4,85,
BROKEN! NEEDS FIXING: ,W,BRYN MAWR,,,83,SIBERIAN ELM,26.4,2,53,
1354,W,BRYN MAWR,,,75,SILVER MAPLE,23.9,3,72,
1412,W,BRYN MAWR,,,129,SILVER MAPLE,41.1,3,123,
1416,W,BRYN MAWR,,,65,SILVER MAPLE,20.7,3,62,
1420,W,BRYN MAWR,,,67,HONEY LOCUST,21.3,3,64,
1422,W,BRYN MAWR,,,88,HONEY LOCUST,28.0,3,84,
BROKEN! NEEDS FIXING: 1434,W,BRYN MAWR,,,79,HACKBERRY,25.2,,0,
1446,W,BRYN MAWR,,,66,SIBERIAN ELM,21.0,2,42,
1448,W,BRYN MAWR,,,87,HONEY LOCUST,27.7,3,83,
1454,W,BRYN MAWR,,,64,HONEY LOCUST,20.4,3,61,
1458,W,BRYN MAWR,,,70,HONEY LOCUST,22.3,3,67,
1502,W,BRYN MAWR,,,85,HONEY LOCUST,27.1,3,81,
BROKEN! NEEDS FIXING: 1506,W,BRYN MAWR,,,69,,22.0,2,44,
1416,W,OLIVE,,,83,HONEY LOCUST,26.4,3,79,
1416,W,OLIVE,,,58,NORWAY MAPLE,18.5,4.5,83,
1440,W,OLIVE,,,55,NORWAY MAPLE,17.5,4.5,79,
1448,W,OLIVE,,,59,NORWAY MAPLE,18.8,4.5,85,
1450,W,OLIVE,,,58,NORWAY MAPLE,18.5,4.5,83,
1464,W,OLIVE,,,57,NORWAY MAPLE,18.2,4.5,82,
1504,W,OLIVE,,,89,SILVER MAPLE,28.3,3,85,
1512,W,OLIVE,,,59,SILVER MAPLE,18.8,3,56,
1520,W,OLIVE,,,58,GREEN ASH,18.5,5,93,
1519,W,OLIVE,,,78,SILVER MAPLE,24.8,3,74,
1505,W,OLIVE,,,61,NORWAY MAPLE,19.4,4.5,87,
1461,W,OLIVE,,,61,NORWAY MAPLE,19.4,4.5,87,
1453,W,OLIVE,,,83,HONEY LOCUST,26.4,3,79,
1447,W,OLIVE,,,61,NORWAY MAPLE,19.4,4.5,87,
1419,W,OLIVE,,,76,HONEY LOCUST,24.2,3,73,
1415,W,OLIVE,,,53,NORWAY MAPLE,16.9,4.5,76,
1437,W,HOLLYWOOD,,,91,HONEY LOCUST,29.0,3,87,
1431,W,HOLLYWOOD,,,64,HONEY LOCUST,20.4,3,61,
1429,W,HOLLYWOOD,,,91,SILVER MAPLE,29.0,3,87,
1425,W,HOLLYWOOD,,,96,SILVER MAPLE,30.6,3,92,
1423,W,HOLLYWOOD,,,90,SIBERIAN ELM,28.7,2,57,
1419,W,HOLLYWOOD,,,67,HONEY LOCUST,21.3,3,64,
1411,W,HOLLYWOOD,,,71,HONEY LOCUST,22.6,3,68,
1407,W,HOLLYWOOD,,,82,SILVER MAPLE,26.1,3,78,
1401,W,HOLLYWOOD,,,60,OAK,19.1,2,38,
1343,W,HOLLYWOOD,,,75,HONEY LOCUST,23.9,3,72,
1341,W,HOLLYWOOD,,,82,HONEY LOCUST,26.1,3,78,
1331,W,HOLLYWOOD,,,97,SILVER MAPLE,30.9,3,93,
1321,W,HOLLYWOOD,,,49,GREEN ASH,15.6,5,78,
1315,W,HOLLYWOOD,,,75,SIBERIAN ELM,23.9,2,48,
1316,W,HOLLYWOOD,,,105,SILVER MAPLE,33.4,3,100,
1318,W,HOLLYWOOD,,,94,SILVER MAPLE,29.9,3,90,
1320,W,HOLLYWOOD,,,76,SILVER MAPLE,24.2,3,73,
BROKEN! NEEDS FIXING: 1330,W,HOLLYWOOD,,,58,UNIDENTIFIABLE,18.5,,0,
1338,W,HOLLYWOOD,,,65,GREEN ASH,20.7,5,104,
1340,W,HOLLYWOOD,,,59,GREEN ASH,18.8,5,94,
1404,W,HOLLYWOOD,,,90,SILVER MAPLE,28.7,3,86,
1420,W,HOLLYWOOD,,,82,HONEY LOCUST,26.1,3,78,
1436,W,HOLLYWOOD,,,63,HONEY LOCUST,20.1,3,60,
1438,W,HOLLYWOOD,,,75,HONEY LOCUST,23.9,3,72,
1438,W,HOLLYWOOD,,,103,HONEY LOCUST,32.8,3,98,
1444,W,HOLLYWOOD,,,75,HONEY LOCUST,23.9,3,72,
1448,W,HOLLYWOOD,,,77,HONEY LOCUST,24.5,3,74,
1454,W,HOLLYWOOD,,,80,HONEY LOCUST,25.5,3,77,
BROKEN! NEEDS FIXING: 1458,W,HOLLYWOOD,,,59,AMERICAN BASSWEED,18.8,,0,
1500,W,HOLLYWOOD,,,72,HONEY LOCUST,22.9,3,69,
1506,W,HOLLYWOOD,,,60,SILVER MAPLE,19.1,3,57,
1512,W,HOLLYWOOD,,,99,HONEY LOCUST,31.5,3,95,
1520,W,HOLLYWOOD,,,95,HONEY LOCUST,30.3,3,91,
1522,W,HOLLYWOOD,,,99,HONEY LOCUST,31.5,3,95,
1525,W,HOLLYWOOD,,,60,NORWAY MAPLE,19.1,4.5,86,
1517,W,HOLLYWOOD,,,92,HONEY LOCUST,29.3,3,88,
BROKEN! NEEDS FIXING: 1513,W,HOLLYWOOD,,,59,AMERICAN BASSWEED,18.8,,0,
1501,W,HOLLYWOOD,,,84,HONEY LOCUST,26.8,3,80,
1465,W,HOLLYWOOD,,,68,HONEY LOCUST,21.7,3,65,
1459,W,HOLLYWOOD,,,65,HONEY LOCUST,20.7,3,62,
1455,W,HOLLYWOOD,,,73,HONEY LOCUST,23.2,3,70,
1443,W,HOLLYWOOD,,,80,HONEY LOCUST,25.5,3,77,
1441,W,HOLLYWOOD,,,87,HONEY LOCUST,27.7,3,83,
1400,W,EDGEWATER,,,62,SILVER MAPLE,19.7,3,59,
1404,W,EDGEWATER,,,84,SILVER MAPLE,26.8,3,80,
1416,W,EDGEWATER,,,120,SILVER MAPLE,38.2,3,115,
1420,W,EDGEWATER,,,65,SILVER MAPLE,20.7,3,62,
1422,W,EDGEWATER,,,86,SILVER MAPLE,27.4,3,82,
1426,W,EDGEWATER,,,124,SIBERIAN ELM,39.5,2,79,
1430,W,EDGEWATER,,,102,SILVER MAPLE,32.5,3,98,
1440,W,EDGEWATER,,,104,SILVER MAPLE,33.1,3,99,
1442,W,EDGEWATER,,,95,SILVER MAPLE,30.3,3,91,
1448,W,EDGEWATER,,,80,HONEY LOCUST,25.5,3,77,
1452,W,EDGEWATER,,,82,SILVER MAPLE,26.1,3,78,
1458,W,EDGEWATER,,,81,CATALPA,25.8,2,52,
1420,W,EDGEWATER,,,65,SILVER MAPLE,20.7,3,62,
1422,W,EDGEWATER,,,86,SILVER MAPLE,27.4,3,82,
1426,W,EDGEWATER,,,124,SIBERIAN ELM,39.5,2,79,
1430,W,EDGEWATER,,,102,SILVER MAPLE,32.5,3,98,
1440,W,EDGEWATER,,,104,SILVER MAPLE,33.1,3,99,
1442,W,EDGEWATER,,,95,SILVER MAPLE,30.3,3,91,
1448,W,EDGEWATER,,,80,HONEY LOCUST,25.5,3,77,
1452,W,EDGEWATER,,,82,SILVER MAPLE,26.1,3,78,
1458,W,EDGEWATER,,,81,CATALPA,25.8,2,52,
1462,W,EDGEWATER,,,92,SILVER MAPLE,29.3,3,88,
1500,W,EDGEWATER,,,73,SILVER MAPLE,23.2,3,70,
1502,W,EDGEWATER,,,75,AMERICAN ELM,23.9,4,96,
1514,W,EDGEWATER,,,90,CATALPA,28.7,2,57,
1516,W,EDGEWATER,,,75,HONEY LOCUST,23.9,3,72,
1556,W,EDGEWATER,,,93,SIBERIAN ELM,29.6,2,59,
1560,W,EDGEWATER,,,76,SILVER MAPLE,24.2,3,73,
1525,W,EDGEWATER,,,91,HONEY LOCUST,29.0,3,87,
1523,W,EDGEWATER,,,64,HONEY LOCUST,20.4,3,61,
1511,W,EDGEWATER,,,64,HONEY LOCUST,20.4,3,61,
1509,W,EDGEWATER,,,64,SILVER MAPLE,20.4,3,61,
1507,W,EDGEWATER,,,107,SILVER MAPLE,34.1,3,102,
1501,W,EDGEWATER,,,99,SILVER MAPLE,31.5,3,95,
1457,W,EDGEWATER,,,65,HONEY LOCUST,20.7,3,62,
1449,W,EDGEWATER,,,94,HONEY LOCUST,29.9,3,90,
1447,W,EDGEWATER,,,83,HONEY LOCUST,26.4,3,79,
1439,W,EDGEWATER,,,98,HONEY LOCUST,31.2,3,94,
1437,W,EDGEWATER,,,65,SIBERIAN ELM,20.7,2,41,
1435,W,EDGEWATER,,,75,SILVER MAPLE,23.9,3,72,
1433,W,EDGEWATER,,,75,SILVER MAPLE,23.9,3,72,
1431,W,EDGEWATER,,,56,HONEY LOCUST,17.8,3,53,
1423,W,EDGEWATER,,,89,CATALPA,28.3,2,57,
1421,W,EDGEWATER,,,65,HONEY LOCUST,20.7,3,62,
1419,W,EDGEWATER,,,64,HONEY LOCUST,20.4,3,61,
1415,W,EDGEWATER,,,70,HONEY LOCUST,22.3,3,67,
1405,W,EDGEWATER,,,91,SILVER MAPLE,29.0,3,87,
1436,W,VICTORIA,,,84,HONEY LOCUST,26.8,3,80,
1442,W,VICTORIA,,,97,HONEY LOCUST,30.9,3,93,
1454,W,VICTORIA,,,65,HONEY LOCUST,20.7,3,62,
1458,W,VICTORIA,,,76,HONEY LOCUST,24.2,3,73,
1462,W,VICTORIA,,,61,HONEY LOCUST,19.4,3,58,
BROKEN! NEEDS FIXING: 1464,W,VICTORIA,,,85,COMMON LIME,27.1,,0,
1504,W,VICTORIA,,,68,HONEY LOCUST,21.7,3,65,
1512,W,VICTORIA,,,137,SIBERIAN ELM,43.6,2,87,
1522,W,VICTORIA,,,67,HONEY LOCUST,21.3,3,64,
1532,W,VICTORIA,,,68,GREEN ASH,21.7,5,109,
1536,W,VICTORIA,,,56,NORWAY MAPLE,17.8,4.5,80,
1544,W,VICTORIA,,,74,HONEY LOCUST,23.6,3,71,
1552,W,VICTORIA,,,76,SILVER MAPLE,24.2,3,73,
1531,W,VICTORIA,,,81,HONEY LOCUST,25.8,3,77,
1529,W,VICTORIA,,,78,HONEY LOCUST,24.8,3,74,
1523,W,VICTORIA,,,74,HONEY LOCUST,23.6,3,71,
1513,W,VICTORIA,,,88,HONEY LOCUST,28.0,3,84,
1505,W,VICTORIA,,,89,HONEY LOCUST,28.3,3,85,
1503,W,VICTORIA,,,64,HONEY LOCUST,20.4,3,61,
1463,W,VICTORIA,,,71,SILVER MAPLE,22.6,3,68,
1461,W,VICTORIA,,,106,SILVER MAPLE,33.8,3,101,
1453,W,VICTORIA,,,63,HONEY LOCUST,20.1,3,60,
1451,W,VICTORIA,,,65,HONEY LOCUST,20.7,3,62,
1447,W,VICTORIA,,,116,SILVER MAPLE,36.9,3,111,
1445,W,VICTORIA,,,99,SILVER MAPLE,31.5,3,95,
1439,W,VICTORIA,,,86,HONEY LOCUST,27.4,3,82,
1433,W,VICTORIA,,,80,SILVER MAPLE,25.5,3,77,
1431,W,VICTORIA,,,73,HONEY LOCUST,23.2,3,70,
1429,W,VICTORIA,,,57,HONEY LOCUST,18.2,3,55,
1516,W,ARDMORE,,,95,SILVER MAPLE,30.3,3,91,
1526,W,ARDMORE,,,66,SIBERIAN ELM,21.0,2,42,
1544,W,ARDMORE,,,79,SILVER MAPLE,25.2,3,76,
1537,W,ARDMORE,,,61,SILVER MAPLE,19.4,3,58,
1531,W,ARDMORE,,,83,CATALPA,26.4,2,53,
1529,W,ARDMORE,,,67,SILVER MAPLE,21.3,3,64,
1517,W,ARDMORE,,,83,HONEY LOCUST,26.4,3,79,
1515,W,ARDMORE,,,59,HONEY LOCUST,18.8,3,56,
1507,W,ARDMORE,,,62,HONEY LOCUST,19.7,3,59,
1503,W,ARDMORE,,,67,HONEY LOCUST,21.3,3,64,
1501,W,ARDMORE,,,76,SILVER MAPLE,24.2,3,73,
5718,N,GLENWOOD,,,79,SILVER MAPLE,25.2,3,76,
5708,N,GLENWOOD,,,74,SILVER MAPLE,23.6,3,71,
BROKEN! NEEDS FIXING: 5706,N,GLENWOOD,,,114,,36.3,4,145,
5704,N,GLENWOOD,,,68,HONEY LOCUST,21.7,3,65,
5644,N,GLENWOOD,,,116,SIBERIAN ELM,36.9,2,74,
5636,N,GLENWOOD,,,58,SIBERIAN ELM,18.5,2,37,
5630,N,GLENWOOD,,,98,SILVER MAPLE,31.2,3,94,
5620,N,GLENWOOD,,,89,SILVER MAPLE,28.3,3,85,
5618,N,GLENWOOD,,,101,SILVER MAPLE,32.2,3,97,
5609,N,GLENWOOD,,,56,NORWAY MAPLE,17.8,4.5,80,
5621,N,GLENWOOD,,,75,SILVER MAPLE,23.9,3,72,
5637,N,GLENWOOD,,,82,HONEY LOCUST,26.1,3,78,
5645,N,GLENWOOD,,,72,HONEY LOCUST,22.9,3,69,
5647,N,GLENWOOD,,,84,HONEY LOCUST,26.8,3,80,
5651,N,GLENWOOD,,,83,SILVER MAPLE,26.4,3,79,
5655,N,GLENWOOD,,,110,SILVER MAPLE,35.0,3,105,
5709,N,GLENWOOD,,,55,HONEY LOCUST,17.5,3,53,
5711,N,GLENWOOD,,,64,HONEY LOCUST,20.4,3,61,
BROKEN! NEEDS FIXING: 5715,N,GLENWOOD,,,82,AMERICAN BASSWEED,26.1,,0,
BROKEN! NEEDS FIXING: 5717,N,GLENWOOD,,,58,AMERICAN BASSWEED,18.5,,0,
5702,N,WAYNE,,,98,SILVER MAPLE,31.2,3,94,
5654,N,WAYNE,,,82,SIBERIAN ELM,26.1,2,52,
BROKEN! NEEDS FIXING: 5652,N,WAYNE,,,86,,27.4,4,110,
BROKEN! NEEDS FIXING: 5644,N,WAYNE,,,126,AMERICAN BASSWEED,40.1,,0,
5642,N,WAYNE,,,56,NORWAY MAPLE,17.8,4.5,80,
5634,N,WAYNE,,,124,SILVER MAPLE,39.5,3,119,
5632,N,WAYNE,,,84,NORWAY MAPLE,26.8,4.5,121,
5622,N,WAYNE,,,65,NORWAY MAPLE,20.7,4.5,93,
5620,N,WAYNE,,,71,CATALPA,22.6,2,45,
5614,N,WAYNE,,,69,GREEN ASH,22.0,5,110,
BROKEN! NEEDS FIXING: 5612,N,WAYNE,,,73,TREE OF HEN,23.2,,0,
5610,N,WAYNE,,,73,SILVER MAPLE,23.2,3,70,
5619,N,WAYNE,,,89,SILVER MAPLE,28.3,3,85,
5621,N,WAYNE,,,63,SILVER MAPLE,20.1,3,60,
5627,N,WAYNE,,,90,SILVER MAPLE,28.7,3,86,
5629,N,WAYNE,,,79,SILVER MAPLE,25.2,3,76,
5643,N,WAYNE,,,117,SILVER MAPLE,37.3,3,112,
5657,N,WAYNE,,,98,SILVER MAPLE,31.2,3,94,
5772,N,RIDGE,,,69,HONEY LOCUST,22.0,3,66,
1318,W,CATALPA,,,62,NORWAY MAPLE,20,4.5,89,W OF ALLEY,
1318,W,CATALPA,,,59.5,NORWAY MAPLE,19,4.5,85,NE CORNER,
5507,N,WAYNE,,,109.5,AMERICAN ELM,35,4,139,,
5515,N,WAYNE,,,87.5,HONEY LOCUST,28,3,84,,
5517,N,WAYNE,,,100,HONEY LOCUST,32,3,96,,
5521,N,WAYNE,,,107,HONEY LOCUST,34,3,102,,
5527,N,WAYNE,,,81,HONEY LOCUST,26,3,77,,
5531,N,WAYNE,,,91,HONEY LOCUST,29,3,87,,
5539,N,WAYNE,,,87,HONEY LOCUST,28,3,83,,
5539,N,WAYNE,,,72,HONEY LOCUST,23,3,69,,
5545,N,WAYNE,,,94,HONEY LOCUST,30,3,90,,
5553,N,WAYNE,,,86,HONEY LOCUST,27,3,82,,
5557,N,WAYNE,,,95,HONEY LOCUST,30,3,91,,
5556,N,WAYNE,,,89.5,HONEY LOCUST,29,3,86,,
5534,N,WAYNE,,,57,SILVER MAPLE,18,3,54,,
5530,N,WAYNE,,,92.5,HONEY LOCUST,29,3,88,,
5526,N,WAYNE,,,99.5,HONEY LOCUST,32,3,95,,
5518,N,WAYNE,,,68,NORWAY MAPLE,22,4.5,97,,
5510,N,WAYNE,,,95,NORWAY MAPLE,30,4.5,136,,
BROKEN! NEEDS FIXING: 0,,,,,67,NORWAY MAPLE,21,4.5,96,CATALPA W OF WAYNE,
BROKEN! NEEDS FIXING: 0,,,,,72.5,HONEY LOCUST,23,3,69,EAST OF ALLEY;CATALPA NEAR GLENWOOD,
5507,N,LAKEWOOD,,,63,HONEY LOCUST,20,3,60,,
5511,N,LAKEWOOD,,,95,SILVER MAPLE,30,3,91,,
5521,N,LAKEWOOD,,,98,SILVER MAPLE,31,3,94,,
5525,N,LAKEWOOD,,,101,SILVER MAPLE,32,3,96,,
5535,N,LAKEWOOD,,,74,HONEY LOCUST,24,3,71,,
5539,N,LAKEWOOD,,,84,SILVER MAPLE,27,3,80,,
5539,N,LAKEWOOD,,,73,SILVER MAPLE,23,3,70,,
5543,N,LAKEWOOD,,,76,SILVER MAPLE,24,3,73,,
5553,N,LAKEWOOD,,,74,SILVER MAPLE,24,3,71,,
5559,N,LAKEWOOD,,,68,SILVER MAPLE,22,3,65,,
BROKEN! NEEDS FIXING: 0,,,,,51,HONEY LOCUST,16,3,49,CORNER; LAKEWOOD/BALMORAL,
1255,W,BRYN MAWR,,,70,HONEY LOCUST,22,3,67,,
1253,W,BRYN MAWR,,,86,SILVER MAPLE,27,3,82,,
5560,N,LAKEWOOD,,,54,HONEY LOCUST,17,3,52,,
5548,N,LAKEWOOD,,,63,NORWAY MAPLE,20,4.5,90,,
5542,N,LAKEWOOD,,,91,SILVER MAPLE,29,3,87,,
5538,N,LAKEWOOD,,,93,SILVER MAPLE,30,3,89,,
5538,N,LAKEWOOD,,,77,HORSE CHESTNUT,25,8,196,IN FRONT YARD,
5536,N,LAKEWOOD,,,84,HONEY LOCUST,27,3,80,,
5526,N,LAKEWOOD,,,67,SILVER MAPLE,21,3,64,,
5526,N,LAKEWOOD,,,109,HONEY LOCUST,35,3,104,,
5518,N,LAKEWOOD,,,69,HONEY LOCUST,22,3,66,,
5516,N,LAKEWOOD,,,60,NORWAY MAPLE,19,4.5,86,,
5510,N,LAKEWOOD,,,63,NORWAY MAPLE,20,4.5,90,,
5507,N,LAKEWOOD,,,60,HONEY LOCUST,19,3,57,,
BROKEN! NEEDS FIXING: 0,,,,,81,HONEY LOCUST,26,3,77,ON CORNER; CATALPA/LAKEWOOD,
1255,W,CATALPA,,,59,HONEY LOCUST,19,3,56,,
1252,W,CATALPA,,,125,SILVER MAPLE,40,3,119,,
1248,W,CATALPA,,,55,NORWAY MAPLE,18,4.5,79,,
